phecode,cases,controls,p_value,neg_log_p_value,standard_error,beta,conf_int_1,conf_int_2,odds_ratio,log10_odds_ratio,converged,phecode_sex_restriction,phecode_string,phecode_category
RE_488,3579,5739,1.0112609299643084e-42,41.995136771389525,0.048,0.6575722605847946,0.563,0.752,1.9301008599345704,0.2855800042246234,True,Both,Abnormalities of breathing,Respiratory
GU_626.11,443,5066,5.858759259389226e-09,8.232194347096915,0.101,0.58965419720817,0.391,0.788,1.803364699015032,0.2560835640786,True,Female,Oligomenorrhea,Genitourinary
EM_200.2,610,9845,0.000386811622752,3.412500484896081,0.089,0.3159093716006874,0.141,0.49,1.3715059526043036,0.1371976968677024,True,Both,Goiter,Endocrine/Metab
MS_713.31,2045,7708,5.8684677339292696e-43,42.23147527891719,0.054,0.746781032177159,0.64,0.853,2.1101964178357826,0.3243228814645548,True,Both,Pain in shoulder,Muscloskeletal
PP_909.3,91,5711,0.3227514298404859,0.4911318250632229,0.221,0.2180488641517637,-0.214,0.65,1.2436478359309495,0.0946974184863827,True,Female,Abnormal glucose complicating pregnancy,Pregnancy
NS_329,1566,8125,3.641846335265464e-111,110.4386783828558,0.058,1.2950016233940405,1.182,1.408,3.6510019011511887,0.5624120590957848,True,Both,Symptoms and signs involving cognitive functions and awareness,Neurological
ID_004,437,9605,4.574691776821076e-06,5.339638161517783,0.1,0.4600836410377377,0.263,0.657,1.5842064841275454,0.199811786516646,True,Both,Streptococcus,Infections
DE_674.2,229,10157,0.0014279363408587,2.8452911535052507,0.139,0.4424291262230649,0.171,0.714,1.5564835250382798,0.1921445281519543,True,Both,Hypepigmentation*,Dermatological
GI_529.5,1834,7722,8.03750925058267e-37,36.09487851422639,0.055,0.6948931729291536,0.587,0.802,2.0034950350027576,0.3017882705153735,True,Both,Constipation,Gastrointestinal
EM_256.5,1225,8567,0.0095099402233566,2.021822212899384,0.065,0.1693831223644979,0.041,0.297,1.184573888746746,0.0735621553704447,True,Both,Hypokalemia [Hypopotassemia],Endocrine/Metab
CV_444,582,9756,0.0002333201766167,3.632047703493341,0.091,0.3352415517179379,0.157,0.514,1.3982781009103524,0.145593556015784,True,Both,Venous insufficiency,Cardiovascular
RE_468.1,89,10390,0.7623910834212153,0.1178221916504338,0.229,0.0693719098104465,-0.38,0.519,1.0718347608938543,0.0301278376297669,True,Both,Viral pneumonia,Respiratory
PP_903,142,5588,0.0106835946426178,1.9712825983569495,0.174,0.4433966847037467,0.103,0.784,1.5579902426741403,0.1925647334610332,True,Female,Preterm labor (including history of),Pregnancy
NS_342.1,52,10588,0.0478217582180412,1.3203744606260135,0.367,-0.7268416514217835,-1.447,-0.007,0.4834334327573349,-0.3156633184299274,True,Both,Paraplegia/Diplegia,Neurological
EM_208.22,100,10521,0.0469896725148052,1.3279975816956813,0.207,0.4117139884056351,0.005,0.818,1.509402667922712,0.1788051132869467,True,Both,Secondary hyperparathyroidism,Endocrine/Metab
GU_614.55,359,9903,1.1356892009975461e-07,6.94474050380063,0.111,0.5883337806232806,0.371,0.806,1.80098507774928,0.255510114441969,False,Both,Candidiasis of vulva and vagina,Genitourinary
EM_230.2,553,9608,3.035957516982589e-06,5.5177043099403,0.091,0.4235062897835587,0.246,0.601,1.527307360365547,0.183926444704319,True,Both,Abnormal weight loss and underweight,Endocrine/Metab
MS_709.1,50,10579,0.0060473996157029,2.2184313320124818,0.284,0.7801491738990634,0.223,1.337,2.181797708494941,0.3388144812857436,True,Both,Acquired deformities of fingers,Muscloskeletal
MS_701,321,10244,0.182964022522919,0.7376343001923924,0.121,0.1615332024208436,-0.076,0.399,1.175311480696955,0.0701529784555333,True,Both,"Osteomyelitis, periostitis, and other infections involving bone",Muscloskeletal
MS_723.51,134,10415,0.0154640115478496,1.8106778346671968,0.179,0.4327161204129169,0.082,0.783,1.5414385756379556,0.1879262233259128,True,Both,Achilles tendinitis,Muscloskeletal
ID_089.3,1823,7803,2.9414766191600715e-39,38.53143459932825,0.055,0.7215212352441603,0.614,0.829,2.057560865196705,0.3133526910425569,True,Both,Fungal infections,Infections
SO_380.1,81,10539,0.941117336436234,0.0263562263177488,0.244,-0.018052863261726,-0.497,0.461,0.9821091134949024,-0.0078402588971215,True,Both,Optic neuropathy,Sense organs
RE_498,447,9782,0.0201900201311108,1.694863248028822,0.103,0.2390735358867346,0.037,0.441,1.2700719290154636,0.1038283174047078,True,Both,Asphyxia and hypoxemia,Respiratory
DE_679,1998,7243,2.8768553547826147e-41,40.54108197342387,0.054,0.7275902050681529,0.622,0.834,2.070086109218076,0.3159884111479542,True,Both,Skin symptoms,Dermatological
SS_800,3849,5430,2.894126384638701e-16,15.538482507442032,0.047,0.3823416836894111,0.291,0.474,1.4657128097438226,0.1660488834279098,True,Both,Chest pain,Symptoms
MS_714.1,57,10528,0.0105927260039386,1.9749922612220527,0.267,0.6832753121531563,0.159,1.207,1.9803533970784897,0.2967426976888376,True,Both,Kyphosis,Muscloskeletal
GI_526,449,9722,2.50863487096e-05,4.600562545168338,0.099,0.4190798326021971,0.224,0.614,1.5205617403454024,0.1820040587760726,True,Both,Intestinal infection,Gastrointestinal
PP_932,329,5285,6.18318171225e-05,4.208787990203367,0.118,0.4743738139470674,0.242,0.706,1.607007596615004,0.2060179297566112,True,Female,Known or suspected fetal abnormality affecting management of mother,Pregnancy
GI_525,207,10316,0.0005260094305974,3.2790064694969656,0.143,0.4962996241333353,0.216,0.777,1.6426316561791232,0.2155401881317654,True,Both,Intestinal malabsorption,Gastrointestinal
MS_719.11,621,9369,4.191035925561873e-15,14.377678616377702,0.085,0.6649094456829462,0.499,0.831,1.944314447297906,0.2887665032254535,True,Both,Spasm of muscle,Muscloskeletal
MB_301.1,57,10577,2.3692363093386483e-09,8.625391620271941,0.303,1.8068194387721173,1.214,2.4,6.091043653852567,0.7846917120542609,True,Both,Autism,Mental
ID_054.3,940,9525,1.87826724276e-05,4.726242615582952,0.072,0.3066814452430375,0.166,0.447,1.3589080125039563,0.1331900593711654,True,Both,Hepatitis C,Infections
CV_417,2251,7065,9.073448547060684e-23,22.042227619190147,0.051,0.5038536314109774,0.403,0.604,1.6550870926646295,0.2188208518087024,True,Both,Abnormalities of heart beat,Cardiovascular
EM_211.2,99,10502,0.050565878115908,1.2961424464954914,0.207,0.4048747263191433,-0.001,0.811,1.499114688678024,0.1758348595024931,True,Both,Adrenocortical insufficiency,Endocrine/Metab
CA_105,198,10402,0.0584829204962203,1.2329709478880366,0.155,0.2926147988181901,-0.011,0.596,1.3399265497193082,0.1270809924499701,True,Both,Malignant neoplasm of the breast,Neoplasms
GI_504,384,9889,1.5028288938876332e-13,12.823090463638378,0.105,0.7761491296107365,0.57,0.982,2.173087852550947,0.3370772841239546,True,Both,Periodontal diseases,Gastrointestinal
GI_509,106,10421,2.1836746449972397e-08,7.660812068535191,0.197,1.102946401872401,0.717,1.489,3.013030557170076,0.4790035361682301,True,Both,Diseases of tongue,Gastrointestinal
MS_745.61,298,10240,0.0458574605752791,1.3385899986396417,0.124,0.2477605788790826,0.005,0.491,1.2811531603459398,0.1076010522403409,True,Both,Fracture of vertebrae,Muscloskeletal
RE_488.7,66,10480,0.0970366232997173,1.0130643245468316,0.253,0.4198455904372374,-0.076,0.916,1.5217265683428975,0.1823366231783049,True,Both,Apnea,Respiratory
ID_002,458,9843,0.0045741418544144,2.339690371072921,0.1,0.283742885124082,0.088,0.48,1.3280914147909373,0.123227969288697,True,Both,Staphylococcus,Infections
GI_507.1,107,10348,0.0133756708600785,1.8736844266133712,0.198,0.4899490922913435,0.102,0.878,1.6322331245919337,0.2127821871956375,True,Both,Stomatitis,Gastrointestinal
GI_502.32,361,9760,0.0002202104806913,3.657162015073218,0.11,0.4072342670800171,0.191,0.623,1.5026560872853254,0.1768595950347665,True,Both,Periapical abscess,Gastrointestinal
CV_431,649,9746,0.3302949966856522,0.4810980049591157,0.09,0.0872758977086708,-0.088,0.263,1.0911976971357071,0.0379034407780284,True,Both,Stroke and transient cerebral ischemic attacks,Cardiovascular
MS_723.1,108,10471,0.4260768632344087,0.3705120481568281,0.207,0.1645191598231125,-0.241,0.57,1.178826155435854,0.0714497632785369,True,Both,Adhesive capsulitis of shoulder,Muscloskeletal
SO_371,779,9622,3.0847070305321203e-09,8.510786076708579,0.09,0.5313999621052272,0.356,0.707,1.7013124151106809,0.2307840712258973,True,Both,Cataract,Sense organs
GI_522.1,296,10258,0.4113096082035952,0.38583114524146,0.126,0.1036066194882884,-0.144,0.351,1.1091640455639271,0.0449957831324136,True,Both,Inflammatory bowel disease,Gastrointestinal
RE_486,643,9361,0.0002138681799761,3.669853826409022,0.087,0.320624424964015,0.151,0.49,1.3779879458220945,0.1392454185252749,True,Both,Other respiratory disorders,Respiratory
GU_602.1,479,4191,4.103164115781821e-08,7.386881112047706,0.123,0.6730687582353106,0.433,0.914,1.9602436137245056,0.2923100476430693,True,Male,Benign prostatic hyperplasia,Genitourinary
CV_416.5,243,10169,0.0030803499474644,2.5113999420646564,0.135,0.3999787629850611,0.135,0.665,1.4917930160742925,0.1737085696429006,True,Both,Premature depolarization [Premature beats],Cardiovascular
NS_341.2,141,10415,0.389200743549107,0.4098263387043903,0.18,0.1552314792762313,-0.198,0.509,1.1679282810103684,0.0674161748673462,True,Both,Hemiplegia and hemiparesis,Neurological
GI_506.51,65,10473,1.3815514382239046e-08,7.8596329406997505,0.261,1.4809160963328758,0.97,1.992,4.396971886261968,0.6431536887990725,True,Both,Dry mouth*,Gastrointestinal
MB_280,5584,4020,5.6818097244621694e-30,29.245513314259647,0.047,0.5339474799586427,0.442,0.626,1.7056520641821848,0.2318904441721856,True,Both,Psychoactive substance related disorders,Mental
NS_328,118,10410,0.000157452370945,3.802850795296801,0.188,0.7101535756723043,0.342,1.078,2.034303654209324,0.3084157792183451,True,Both,Dementias and cerebral degeneration,Neurological
NS_333.5,147,10370,1.3024384357397578e-11,10.885242795975005,0.168,1.1361542905345463,0.807,1.465,3.1147668145177696,0.4934255389698574,True,Both,Parasomnias,Neurological
PP_911.1,85,5667,0.9216911658254268,0.0354145750919084,0.237,-0.023256065056076,-0.487,0.44,0.977012273037049,-0.0100999807246368,True,Female,Hyperemesis gravidarum,Pregnancy
ID_088,698,9516,5.77706330969271e-09,8.23829287308529,0.081,0.471218677437799,0.313,0.63,1.601945258659488,0.2046476713809844,True,Both,Sexually transmitted disease,Infections
NS_356.2,64,10485,0.3067370070420381,0.513233824328602,0.263,0.2684414646514742,-0.246,0.783,1.3079244149783282,0.116582646812162,True,Both,Aphasia and dysphasia,Neurological
SO_392,564,9381,2.6460603854189308e-06,5.577400249054418,0.09,0.4226631393107882,0.246,0.599,1.5260201531735218,0.1835602691065807,True,Both,Otalgia and effusion of ear,Sense organs
GU_580,117,10463,0.8813588381784788,0.0548472360695557,0.202,0.0300897366444247,-0.365,0.425,1.030547007634703,0.0130678065865957,True,Both,Glomerular diseases,Genitourinary
DE_676.2,183,10221,9.94938998623162e-07,6.002203545760289,0.151,0.736932366551915,0.442,1.032,2.0895158042982573,0.3200456603294012,True,Both,Scar conditions and fibrosis of skin,Dermatological
DE_682.1,454,9811,0.0020395849925891,2.690458192262361,0.101,0.3128235762764637,0.114,0.512,1.3672802890681135,0.1358575529861092,True,Both,Cutaneous cyst,Dermatological
CV_433,353,10041,0.1927767482231007,0.7149453497245253,0.12,0.1566262548526409,-0.079,0.392,1.1695584154232808,0.0680219182036744,True,Both,Other cerebrovascular disease,Cardiovascular
NS_325,837,9323,3.6793847205610175e-18,17.434224799480294,0.077,0.6663169733288428,0.516,0.817,1.9470530505125336,0.2893777847151926,True,Both,Abnormality of gait and mobility,Neurological
CM_750,110,10467,3.12794362599e-05,4.504741082703565,0.192,0.7999481458414437,0.423,1.176,2.2254255279323134,0.3474130655476767,True,Both,Congenital malformations of nervous system,Congenital
MB_282.1,6706,2062,5.392577586443265e-07,6.268203597709556,0.053,-0.2674042214993481,-0.372,-0.163,0.7653636324935716,-0.1161321778348018,True,Both,Current tobacco use and nicotine dependence,Mental
CV_439,888,8899,6.956135280681219e-11,10.15763198056782,0.075,0.4870882007631723,0.341,0.633,1.627570155977906,0.2115397177916289,True,Both,Hemorrhoids,Cardiovascular
MS_724.5,201,10088,9.002978225606592e-07,6.045613800228732,0.145,0.712399510848951,0.428,0.997,2.0388777029320457,0.3093911764722752,True,Both,Exostosis,Muscloskeletal
CA_148.1,81,10543,0.0009471960524853,3.0235601205740887,0.225,0.7434634629789759,0.303,1.184,2.103207295057424,0.3228820794684517,True,Both,Benign neoplasm of eye,Neoplasms
MS_745.7,342,10128,0.0501628650624281,1.2996176666496588,0.116,0.2272296967755336,-0.0,0.455,1.255118131420117,0.0986846034341633,True,Both,Skull and face fracture,Muscloskeletal
PP_944,68,5707,0.5769163526828338,0.2388871507987189,0.269,-0.1503249329416457,-0.678,0.378,0.8604283494828427,-0.0652852888690331,True,Female,Late pregnancy,Pregnancy
GI_526.2,111,10266,0.0009494047847988,3.02254858386,0.192,0.6351502012774018,0.258,1.012,1.8873055958819456,0.2758422275945153,True,Both,Viral enteritis,Gastrointestinal
EM_236.1,3603,6483,3.6346325689078e-23,22.43953948614231,0.046,0.4556759527345959,0.366,0.546,1.5772391619099424,0.1978975518086419,True,Both,Obesity,Endocrine/Metab
GI_514.2,304,10126,0.0705703039360955,1.1513780121182975,0.123,0.2223940281146518,-0.019,0.463,1.2490634470284876,0.0965844992184299,True,Both,Intestinal obstruction,Gastrointestinal
CV_416.7,58,10564,0.4671982038862242,0.3304988355099572,0.279,0.2027787020253254,-0.344,0.749,1.2248013921868444,0.0880656713371026,True,Both,Sinoatrial node dysfunction,Cardiovascular
GU_602.4,132,4626,0.2549535945368165,0.5935388606272798,0.201,0.2284441589826225,-0.165,0.622,1.25664335092942,0.0992120376691822,True,Male,Elevated prostate specific antigen [PSA],Genitourinary
GI_522.12,124,10473,0.6280648315914331,0.2019955241781387,0.193,0.0936703212079834,-0.285,0.473,1.0981976337608106,0.0406805036187323,True,Both,Ulcerative colitis,Gastrointestinal
DE_668.2,324,10122,1.055521698150765e-07,6.9765328345588005,0.115,0.6112973819210664,0.386,0.837,1.8428206907823648,0.2654830797702238,True,Both,Seborrheic dermatitis,Dermatological
EM_214,92,5659,0.0076509896176602,2.116282387370236,0.213,0.5684998850721411,0.151,0.986,1.7656164362442115,0.2468963630494637,True,Female,Disorders of ovarian function,Endocrine/Metab
MB_286.3,69,5737,0.0001816307882902,3.740810532184793,0.243,0.9086741066135648,0.433,1.384,2.4810307693143763,0.3946321503506382,True,Female,Premenstrual dysphoric disorder,Mental
RE_494.1,247,10250,6.788007163335035e-06,5.168257708046284,0.132,0.5923849442968848,0.334,0.85,1.8082959618682384,0.2572695124707023,True,Both,Dysphonia,Respiratory
SS_834.3,156,10358,0.0077293199010552,2.1118587177521677,0.166,0.4411728573638576,0.117,0.766,1.5545293909717954,0.1915989375186138,True,Both,High risk human papillomavirus (HPV) DNA test positive,Symptoms
GI_537.3,63,10542,0.565389492160634,0.2476522671925545,0.285,-0.1636766360878709,-0.722,0.394,0.8490165187995973,-0.0710838598694489,True,Both,Peritoneal abscess,Gastrointestinal
SS_806,112,10231,0.0537496035003061,1.2696247351009946,0.196,0.3773689972856077,-0.006,0.761,1.458442371369663,0.1638892731625026,True,Both,Chills (without fever),Symptoms
CA_144,445,5163,0.0517291709672293,1.2862644817154625,0.106,0.2056322043955596,-0.002,0.413,1.2283013570666912,0.0893049316705931,True,Female,Gynecological benign neoplasms,Neoplasms
SO_374.1,96,10532,0.0104911117620268,1.979178486398508,0.209,0.5350700339809024,0.125,0.945,1.7075678258392095,0.2323779631896913,True,Both,Retinal detachments and breaks,Sense organs
MS_704,77,10508,0.0951984801695668,1.021369985010897,0.235,0.391901130358852,-0.068,0.852,1.4797913977249504,0.1702004983664964,True,Both,Systemic vasculitis,Muscloskeletal
EM_230.1,500,9858,0.0600853959039647,1.2212310729065203,0.104,-0.1953108591114586,-0.399,0.008,0.8225789121578685,-0.0848224283678899,True,Both,Protein-calorie malnutrition,Endocrine/Metab
EM_247,2004,7904,1.2726138087508676e-11,10.89530336867502,0.054,0.3635948764726565,0.258,0.469,1.4384913294144313,0.1579072485003691,True,Both,Disorders of mineral metabolism and mineral deficiencies,Endocrine/Metab
SO_397,520,9724,3.6142743831599175e-15,14.441978880394638,0.092,0.727728915998748,0.546,0.909,2.0703732727045945,0.3160486525396914,True,Both,Other hearing abnormality,Sense organs
PP_910,247,5532,0.0735737969743919,1.1332768304401035,0.138,0.2466632277805961,-0.024,0.517,1.279748056605171,0.1071244787135578,True,Female,Obesity or excessive weight gain in pregnancy,Pregnancy
MB_280.91,901,9309,2.449972269219686e-07,6.610838831306091,0.073,0.3764303473954971,0.233,0.519,1.4570740468873218,0.1634816226947885,True,Both,Psychoactive substance withdrawal,Mental
ID_052.32,215,10203,0.020467461700317,1.6889360136100298,0.143,0.3322141059608255,0.051,0.613,1.3940512912533454,0.1442787530292087,True,Both,Herpes zoster,Infections
SS_840.2,241,9981,1.100165714379047e-07,6.9585418935509535,0.131,0.6980903074447266,0.44,0.956,2.009910728583715,0.3031767683933893,True,Both,Allergy to insects,Symptoms
BI_171,896,8906,0.001508828622672,2.821360085906708,0.074,0.2345184843719746,0.09,0.379,1.2642998420083529,0.1018500836670625,True,Both,Elevated white blood cell count [Leukocytosis],Blood/Immune
GI_506,234,10192,3.1641987256279848e-06,5.499736248709946,0.135,0.6277492664350389,0.364,0.892,1.87338933034698,0.2726280424315516,True,Both,Diseases of salivary glands,Gastrointestinal
EM_200.3,206,10305,0.2997539649003018,0.5232350636988914,0.15,0.1552390898141485,-0.138,0.449,1.1679371696066592,0.067419480081968,True,Both,Thyrotoxicosis [hyperthyroidism],Endocrine/Metab
GI_528.1,2836,6313,8.406445017884244e-18,17.07538762317001,0.049,0.4220540904082782,0.326,0.518,1.525091015247961,0.1832957625290113,True,Both,Nausea,Gastrointestinal
RE_483,417,9942,0.5694422740460767,0.2445502949982604,0.111,-0.0634258991103123,-0.282,0.155,0.93854366364447,-0.027545517993361,True,Both,Pleural effusion,Respiratory
EM_239,3284,6734,1.3444832217951854e-21,20.87144461309649,0.055,0.5207607022235999,0.414,0.628,1.6833076586632765,0.2261634993677719,True,Both,Hyperlipidemia,Endocrine/Metab
EM_202.3,167,10416,0.0878171266946045,1.0564207767635412,0.183,-0.3131926859048708,-0.673,0.046,0.7311090245917915,-0.1360178552609437,True,Both,Secondary diabetes,Endocrine/Metab
MS_742,315,10159,1.3787531659634698e-08,7.860513477301428,0.116,0.6603813814424008,0.432,0.888,1.93553036902068,0.2867999899120811,True,Both,Cartilage tear of knee,Muscloskeletal
EM_202.4,152,10398,0.0671056333945976,1.1732410200770065,0.17,0.3106577116731698,-0.022,0.643,1.3643221497082834,0.1349169299403491,True,Both,Other specified diabetes*,Endocrine/Metab
GU_603.1,59,4657,0.0494995162449909,1.3053990453726465,0.267,0.5252315616339405,0.001,1.049,1.6908503391174994,0.228105168939048,True,Male,Hydrocele,Genitourinary
ID_006.2,102,10465,0.0380597214636133,1.419534394379486,0.203,0.421707851352925,0.023,0.82,1.5245630605800513,0.183145392817852,True,Both,Neisseria gonorrhea,Infections
CV_417.2,1233,8381,4.217792695861255e-17,16.37491476960744,0.063,0.5297986601778962,0.406,0.653,1.6985902803228805,0.2300886346349964,True,Both,Tachycardia,Cardiovascular
CV_438.1,169,10396,0.0300477286317064,1.522188351614617,0.166,0.359470705806619,0.035,0.684,1.43257096236389,0.1561161439376819,True,Both,Aortic aneurysm and ectasia,Cardiovascular
GI_512,902,9276,1.9179672287347658e-17,16.7171588176561,0.073,0.6216679330144115,0.478,0.765,1.8620311965063912,0.2699869528843593,True,Both,Aphagia and dysphagia,Gastrointestinal
MB_283.3,182,10257,1.16933182883e-05,4.932062228801424,0.151,0.6618018209235097,0.366,0.958,1.93828162630837,0.2874168789406043,True,Both,High risk sexual behavior,Mental
PP_922,81,5718,0.6604673226989668,0.1801486646847117,0.246,-0.1081204200044731,-0.591,0.374,0.8975195106192351,-0.0469561017890046,True,Female,"Endocrine, nutritional and metabolic diseases complicating pregnancy",Pregnancy
EM_200,1778,8468,4.4146020711066034e-14,13.355108437298464,0.058,0.4379648474028928,0.324,0.552,1.549550435739939,0.190205716494676,True,Both,Disorders of thyroid gland,Endocrine/Metab
CA_136.41,1009,9198,0.0003349830586856,3.474977156262756,0.079,0.2821109802795846,0.128,0.436,1.3259258634446636,0.1225192420197407,True,Both,Benign neoplasm of the colon,Neoplasms
CV_433.2,182,10322,0.5019780690842774,0.2993152563285577,0.164,0.1101019734494307,-0.211,0.432,1.116391906988293,0.0478166795157461,True,Both,Occlusion and stenosis of precerebral arteries,Cardiovascular
MS_741.4,92,10433,0.0130512875431361,1.884346641942833,0.212,0.5270507948012849,0.111,0.943,1.6939291898599822,0.2288952518649211,True,Both,Sprains and strains of hip and thigh,Muscloskeletal
NS_346.1,123,10428,6.237868348704992e-09,8.20496379534263,0.183,1.0614894109533706,0.703,1.42,2.8906731849082075,0.4609989937757821,True,Both,Postconcussion syndrome,Neurological
ID_086,134,10307,0.0017295135700298,2.762076026094849,0.176,0.5518244054659492,0.207,0.897,1.7364180604296489,0.2396542942734043,True,Both,"Pediculosis, acariasis and other infestations",Infections
SO_387,1311,9079,5.827695974165754e-34,33.23450311307676,0.062,0.7581470909722358,0.636,0.88,2.1343178575597284,0.3292590980802446,True,Both,Disorders of refraction and accommodation,Sense organs
CA_139.53,123,10403,0.0170498259455918,1.768280050176167,0.186,0.4437467700557417,0.079,0.808,1.558535767721244,0.1927167735975998,True,Both,Lipoma of skin subcutaneous tissue,Neoplasms
GI_527.2,94,10372,0.0116401491867815,1.9340414534850303,0.21,0.5297951740908398,0.118,0.941,1.6985843588996117,0.2300871206466243,True,Both,Abdominal tenderness,Gastrointestinal
GI_506.5,114,10383,7.343273369900429e-09,8.1341103039004,0.191,1.1019461405068212,0.728,1.475,3.010018245910872,0.4785691281766978,True,Both,Disturbances of salivary secretion,Gastrointestinal
GU_626.16,648,4829,6.557900550323887e-07,6.183235173633877,0.086,0.4300489567942424,0.261,0.6,1.537332784590814,0.1867678888839894,True,Female,Excessive menstruation,Genitourinary
MB_280.41,363,10098,1.2044186445375517e-13,12.919222530179283,0.108,0.7973900387128025,0.587,1.008,2.21973992631457,0.3463020937375904,True,Both,"Sedative, hypnotic or anxiolytic-related abuse or dependance",Mental
SO_386.4,106,10480,0.3779036695321847,0.4226188909624733,0.207,0.182430030965039,-0.223,0.588,1.200130176065544,0.0792283557815558,True,Both,Visual field defects,Sense organs
MS_721.11,224,10348,4.460534380432868e-07,6.350613108872845,0.139,0.7000574855462495,0.428,0.972,2.013868472472252,0.3040311029878016,True,Both,Trigger finger,Muscloskeletal
MS_705.11,67,10573,0.6591185504907227,0.1810364652337682,0.262,0.1153949720704615,-0.397,0.628,1.1223166337656694,0.0501153996095812,True,Both,Rheumatoid arthritis without rheumatoid factor*,Muscloskeletal
SS_809.31,962,8776,2.6713969960403987e-17,16.57326156672296,0.07,0.5929443449596273,0.456,0.73,1.8093078068147224,0.2575124570917044,True,Both,Pain in arm*,Symptoms
BI_170,257,10195,0.8934267097097754,0.0489410680874026,0.138,0.0184467293402327,-0.251,0.288,1.0186179212755342,0.0080113127616259,True,Both,Decreased white blood cell count,Blood/Immune
NS_337,1101,9068,1.31252975626e-05,4.88189084195185,0.069,0.3023713774665651,0.166,0.438,1.3530636307562285,0.1313182207192144,True,Both,Polyneuropathies,Neurological
EM_200.1,1212,9171,1.6095936878817647e-09,8.793283739732699,0.066,0.4007941536556315,0.271,0.531,1.4930099062350417,0.1740626893117247,True,Both,Hypothyroidism,Endocrine/Metab
GI_520,1263,8767,3.248156655934391e-07,6.488363033258693,0.065,0.3340803024305107,0.206,0.462,1.3966552938861585,0.1450892318581403,True,Both,Hernia,Gastrointestinal
EM_252.5,102,10455,0.0002029545525467,3.692601202421339,0.2,0.7426441796827712,0.351,1.134,2.101484878122184,0.3225262692537946,True,Both,Disorders of carbohydrate metabolism,Endocrine/Metab
EM_248,123,10346,0.4295016654445427,0.3670351478002069,0.193,0.1521683792629162,-0.225,0.53,1.1643562733784545,0.0660858874340457,True,Both,"Disorders of plasma-protein metabolism, NEC",Endocrine/Metab
CA_102.1,98,10526,0.7997936146999779,0.0970220674588545,0.227,-0.0575825349418751,-0.503,0.387,0.9440439705566748,-0.0250077771792575,True,Both,Malignant neoplasm of the of bronchus and lung,Neoplasms
MS_745.9,148,10352,0.0002339277755964,3.630918208836056,0.169,0.6214048625048594,0.29,0.952,1.861541415437027,0.2698727028137093,True,Both,Pathological fracture,Muscloskeletal
GI_507.2,55,10504,0.014156544017952,1.849042756330164,0.272,0.666680817450148,0.134,1.199,1.9477616032123823,0.2895358002093484,True,Both,Cellulitis and abscess of mouth,Gastrointestinal
CV_440.2,129,10426,0.30240817569917,0.519406471725599,0.188,0.1937148577878902,-0.174,0.562,1.2137501422084114,0.0841292937999539,True,Both,Arterial embolism and thrombosis,Cardiovascular
SS_800.1,539,9314,1.00652141549e-05,4.997176980307101,0.092,0.406706020164324,0.226,0.587,1.5018625234591445,0.1766301803141985,True,Both,Chest pain on breathing,Symptoms
CA_140,56,10526,0.9608508425204894,0.0173440247122522,0.292,-0.0143469817525237,-0.587,0.559,0.985755445763195,-0.0062308150070877,False,Both,Benign neoplasm of the breast,Neoplasms
MS_723.4,231,10241,7.772346147310508e-06,5.109447866008526,0.136,0.6064365966384683,0.341,0.872,1.8338848702366937,0.2633720675442749,True,Both,Lateral epicondylitis (Tennis elbow),Muscloskeletal
MS_710.41,234,10304,1.5963567224525589e-10,9.796870054537983,0.133,0.8503700814007241,0.59,1.111,2.340512871949219,0.3693110339279535,True,Both,Flat foot [pes planus],Muscloskeletal
GU_597,74,10452,0.1368203990160731,0.8638491473552194,0.241,0.3584421564278711,-0.114,0.831,1.4310982498991172,0.1556694506181266,True,Both,Other disorders of urethra and urinary tract,Genitourinary
BI_162.8,137,10432,0.5526614898271303,0.2575407965694141,0.192,-0.1141132707345566,-0.491,0.263,0.8921568948920658,-0.0495587637919498,True,Both,Pancytopenia,Blood/Immune
NS_334.23,64,10485,0.7293951652550374,0.1370371197033692,0.28,-0.0967022871746128,-0.645,0.451,0.9078262374197196,-0.0419972697073579,True,Both,Facial weakness,Neurological
RE_469,1632,7863,1.7560961331095022e-16,15.755451713409297,0.059,0.4828848561655531,0.368,0.598,1.6207432756722566,0.2097142284273451,True,Both,Bronchitis,Respiratory
ID_005,72,10532,0.7021055731981337,0.1535975795937403,0.254,0.0971406482215882,-0.401,0.595,1.102015359221968,0.0421876474911407,True,Both,Mycobacteria,Infections
ID_059,658,9313,1.8200931450572414e-11,10.739906385998848,0.083,0.555119744216356,0.393,0.717,1.7421495846212989,0.241085441708708,True,Both,Coronavirus,Infections
GI_557.2,497,9655,0.0002274345173056,3.64314362259576,0.096,0.3527909581653287,0.165,0.54,1.4230336387765767,0.1532151663965632,True,Both,Blood in stool,Gastrointestinal
BI_177.2,624,9478,2.60293643628e-05,4.584536437234438,0.086,0.3630032023568588,0.194,0.532,1.4376404630716353,0.1576502876967932,True,Both,Enlargement of lymph nodes [Lymphadenopathy],Blood/Immune
GI_526.1,225,10288,0.180915604427422,0.7425239725296215,0.142,0.1904515440504803,-0.089,0.469,1.2097957504153538,0.0827120546510776,True,Both,Bacterial enteritis,Gastrointestinal
SO_391.2,281,10080,0.0006237333567125,3.2050010296400013,0.125,0.4262600216953745,0.182,0.67,1.5315189515180263,0.1851223752782615,True,Both,Eustachian tube disorders,Sense organs
